Name,Size,Time
dgemv,2300,31107
dgemv,2300,30945
dgemv,2300,31263
dgemv,2300,31223
dgemv,2300,29951
ddot,5760000,50364
ddot,5760000,49859
ddot,5760000,50182
ddot,5760000,52002
ddot,5760000,50190
ddot,5760000,61228
ddot,5760000,61032
ddot,5760000,61097
ddot,5760000,62216
dgemv,2400,35533
dgemv,2400,35599
dgemv,2400,35583
dgemv,2400,36596
dgemv,2400,43817
dgemv,2400,39503
dgemv,2400,39469
dgemv,2400,40037
dgemv,2400,39451
ddot,6250000,45258
ddot,6250000,45391
ddot,6250000,45014
ddot,6250000,45030
ddot,6250000,45039
ddot,6250000,45032
ddot,6250000,45078
ddot,6250000,45050
ddot,6250000,45089
dgemv,2500,33331
dgemv,2500,33261
dgemv,2500,33299
dgemv,2500,33277
dgemv,2500,33348
dgemv,2500,33244
dgemv,2500,33269
dgemv,2500,33249
dgemv,2500,33336
ddot,6760000,61048
ddot,6760000,63853
ddot,6760000,60964
ddot,6760000,56913
ddot,6760000,48667
ddot,6760000,47409
ddot,6760000,47206
ddot,6760000,47156
ddot,6760000,47294
dgemv,2600,39780
dgemv,2600,40997
dgemv,2600,40286
dgemv,2600,36486
dgemv,2600,36645
dgemv,2600,36426
dgemv,2600,36500
dgemv,2600,36421
dgemv,2600,36430
ddot,7290000,75374
ddot,7290000,74824
ddot,7290000,74660
ddot,7290000,74838
ddot,7290000,75424
ddot,7290000,65523
ddot,7290000,60639
ddot,7290000,60502
ddot,7290000,60375
dgemv,2700,50104
dgemv,2700,50084
dgemv,2700,49986
dgemv,2700,50031
dgemv,2700,49965
dgemv,2700,44689
dgemv,2700,44703
dgemv,2700,45135
dgemv,2700,44754
ddot,7840000,79559
ddot,7840000,78825
ddot,7840000,79173
ddot,7840000,78977
ddot,7840000,79012
ddot,7840000,64394
ddot,7840000,64246
ddot,7840000,65048
ddot,7840000,64426
dgemv,2800,54141
dgemv,2800,53971
dgemv,2800,54019
dgemv,2800,53957
dgemv,2800,48418
dgemv,2800,50350
dgemv,2800,48076
dgemv,2800,48126
dgemv,2800,48093
ddot,8410000,57101
ddot,8410000,56771
ddot,8410000,57051
ddot,8410000,56905
ddot,8410000,56569
ddot,8410000,56452
ddot,8410000,56594
ddot,8410000,56501
ddot,8410000,56525
dgemv,2900,45045
dgemv,2900,45066
dgemv,2900,45070
dgemv,2900,45011
dgemv,2900,44737
dgemv,2900,44791
dgemv,2900,44858
dgemv,2900,44771
dgemv,2900,44742
ddot,9000000,81681
ddot,9000000,81408
ddot,9000000,81600
ddot,9000000,82850
ddot,9000000,63265
ddot,9000000,63076
ddot,9000000,63198
ddot,9000000,63130
ddot,9000000,63077
dgemv,3000,53101
dgemv,3000,52838
dgemv,3000,53860
dgemv,3000,51484
dgemv,3000,48579
dgemv,3000,48613
dgemv,3000,48544
dgemv,3000,48564
dgemv,3000,48536
ddot,9610000,99187
ddot,9610000,98437
ddot,9610000,80175
ddot,9610000,79727
ddot,9610000,82085
ddot,9610000,79764
ddot,9610000,79871
ddot,9610000,82000
ddot,9610000,98678
dgemv,3100,66250
dgemv,3100,65599
dgemv,3100,59311
dgemv,3100,59117
dgemv,3100,59723
dgemv,3100,62320
dgemv,3100,59024
dgemv,3100,65989
dgemv,3100,65763
ddot,10240000,69981
ddot,10240000,69621
ddot,10240000,69634
ddot,10240000,69856
ddot,10240000,69671
ddot,10240000,70324
ddot,10240000,70002
ddot,10240000,69975
ddot,10240000,69949
dgemv,3200,54440
dgemv,3200,54430
dgemv,3200,54416
dgemv,3200,54419
dgemv,3200,54678
dgemv,3200,54805
dgemv,3200,55039
dgemv,3200,54760
dgemv,3200,54781
ddot,10890000,78799
ddot,10890000,78482
ddot,10890000,96404
ddot,10890000,97041
ddot,10890000,97176
ddot,10890000,98402
ddot,10890000,98163
ddot,10890000,78465
ddot,10890000,78452
dgemv,3300,58718
dgemv,3300,63325
dgemv,3300,63989
dgemv,3300,63874
dgemv,3300,64240
dgemv,3300,64342
dgemv,3300,63059
dgemv,3300,58681
dgemv,3300,58685
ddot,11560000,117844
ddot,11560000,116871
ddot,11560000,114849
ddot,11560000,95094
ddot,11560000,96173
ddot,11560000,94790
ddot,11560000,94963
ddot,11560000,104413
ddot,11560000,116979
dgemv,3400,79801
dgemv,3400,79610
dgemv,3400,70938
dgemv,3400,72479
dgemv,3400,71253
dgemv,3400,71781
dgemv,3400,71478
dgemv,3400,79396
dgemv,3400,79737
ddot,12250000,84206
ddot,12250000,84001
ddot,12250000,84237
ddot,12250000,84460
ddot,12250000,84471
ddot,12250000,84494
ddot,12250000,84417
ddot,12250000,84428
ddot,12250000,83951
dgemv,3500,65168
dgemv,3500,65460
dgemv,3500,65354
dgemv,3500,65489
dgemv,3500,65533
dgemv,3500,65549
dgemv,3500,65729
dgemv,3500,65162
dgemv,3500,65215
ddot,12960000,112830
ddot,12960000,111838
ddot,12960000,111917
ddot,12960000,89345
ddot,12960000,89430
ddot,12960000,92697
ddot,12960000,89889
ddot,12960000,89595
ddot,12960000,111222
dgemv,3600,77300
dgemv,3600,76003
dgemv,3600,75706
dgemv,3600,69897
dgemv,3600,69925
dgemv,3600,70035
dgemv,3600,69853
dgemv,3600,70589
dgemv,3600,76372
ddot,13690000,113349
ddot,13690000,113087
ddot,13690000,122692
ddot,13690000,140365
ddot,13690000,139799
ddot,13690000,140257
ddot,13690000,113097
ddot,13690000,113251
ddot,13690000,113379
dgemv,3700,84471
dgemv,3700,84388
dgemv,3700,94256
dgemv,3700,93789
dgemv,3700,93892
dgemv,3700,92198
dgemv,3700,84695
dgemv,3700,85439
dgemv,3700,84708
ddot,14440000,97615
ddot,14440000,97280
ddot,14440000,97225
ddot,14440000,97451
ddot,14440000,97575
ddot,14440000,98064
ddot,14440000,97840
ddot,14440000,97846
ddot,14440000,97820
dgemv,3800,76746
dgemv,3800,76766
dgemv,3800,76765
dgemv,3800,76801
dgemv,3800,77442
dgemv,3800,77243
dgemv,3800,77255
dgemv,3800,77155
dgemv,3800,76734
ddot,15210000,137153
ddot,15210000,138504
ddot,15210000,124599
ddot,15210000,111254
ddot,15210000,114120
ddot,15210000,111813
ddot,15210000,119148
ddot,15210000,137091
ddot,15210000,136842
dgemv,3900,89581
dgemv,3900,89135
dgemv,3900,81904
dgemv,3900,81973
dgemv,3900,82249
dgemv,3900,81999
dgemv,3900,89190
dgemv,3900,89466
dgemv,3900,90185
ddot,16000000,173570
ddot,16000000,172468
ddot,16000000,162528
ddot,16000000,140378
ddot,16000000,140331
ddot,16000000,141967
ddot,16000000,172988
ddot,16000000,179068
ddot,16000000,169873
dgemv,4000,109865
dgemv,4000,110188
dgemv,4000,98942
dgemv,4000,98367
dgemv,4000,98072
dgemv,4000,106416
dgemv,4000,109720
dgemv,4000,110350
dgemv,4000,98204
ddot,16810000,112784
ddot,16810000,112113
ddot,16810000,111967
ddot,16810000,111932
ddot,16810000,111868
ddot,16810000,112662
ddot,16810000,112537
ddot,16810000,112620
ddot,16810000,112519
dgemv,4100,89987
dgemv,4100,89441
dgemv,4100,89426
dgemv,4100,89371
dgemv,4100,89415
dgemv,4100,89924
dgemv,4100,90232
dgemv,4100,89907
dgemv,4100,89419
ddot,17640000,159890
ddot,17640000,140299
ddot,17640000,123557
ddot,17640000,123480
ddot,17640000,125220
ddot,17640000,159114
ddot,17640000,159875
ddot,17640000,159762
ddot,17640000,131197
dgemv,4200,103604
dgemv,4200,95283
dgemv,4200,95242
dgemv,4200,95449
dgemv,4200,99128
dgemv,4200,103973
dgemv,4200,103776
dgemv,4200,103737
dgemv,4200,96322
ddot,18490000,176642
ddot,18490000,160929
ddot,18490000,161064
ddot,18490000,195862
ddot,18490000,197583
ddot,18490000,195090
ddot,18490000,161365
ddot,18490000,161082
ddot,18490000,175501
dgemv,4300,114106
dgemv,4300,113679
dgemv,4300,113793
dgemv,4300,127249
dgemv,4300,127507
dgemv,4300,113562
dgemv,4300,113970
dgemv,4300,113669
dgemv,4300,127332
ddot,19360000,130576
ddot,19360000,130382
ddot,19360000,130676
ddot,19360000,129814
ddot,19360000,129585
ddot,19360000,129587
ddot,19360000,130003
ddot,19360000,131254
ddot,19360000,130440
dgemv,4400,103667
dgemv,4400,103694
dgemv,4400,103630
dgemv,4400,103140
dgemv,4400,103024
dgemv,4400,103052
dgemv,4400,103685
dgemv,4400,104111
dgemv,4400,103718
ddot,20250000,184921
ddot,20250000,152414
ddot,20250000,141932
ddot,20250000,141919
ddot,20250000,172540
ddot,20250000,183306
ddot,20250000,183128
ddot,20250000,143693
ddot,20250000,143615
dgemv,4500,121016
dgemv,4500,109586
dgemv,4500,109579
dgemv,4500,109798
dgemv,4500,119426
dgemv,4500,119172
dgemv,4500,119257
dgemv,4500,109441
dgemv,4500,109535
ddot,21160000,175903
ddot,21160000,195855
ddot,21160000,216607
ddot,21160000,217109
ddot,21160000,175062
ddot,21160000,174753
ddot,21160000,235437
ddot,21160000,220764
ddot,21160000,215168
dgemv,4600,130941
dgemv,4600,145944
dgemv,4600,145981
dgemv,4600,133851
dgemv,4600,130219
dgemv,4600,133994
dgemv,4600,148380
dgemv,4600,145611
dgemv,4600,130889
ddot,22090000,152039
ddot,22090000,151566
ddot,22090000,151552
ddot,22090000,152460
ddot,22090000,152395
ddot,22090000,151832
ddot,22090000,151557
ddot,22090000,152003
ddot,22090000,152028
dgemv,4700,118030
dgemv,4700,118115
dgemv,4700,118859
dgemv,4700,118669
dgemv,4700,118652
dgemv,4700,117936
dgemv,4700,117932
dgemv,4700,117934
dgemv,4700,118640
ddot,23040000,208632
ddot,23040000,204954
ddot,23040000,160671
ddot,23040000,160558
ddot,23040000,164430
ddot,23040000,205651
ddot,23040000,212362
ddot,23040000,165561
ddot,23040000,160593
dgemv,4800,135688
dgemv,4800,130784
dgemv,4800,124459
dgemv,4800,124391
dgemv,4800,135822
dgemv,4800,135563
dgemv,4800,140612
dgemv,4800,124790
dgemv,4800,124399
ddot,24010000,204205
ddot,24010000,245852
ddot,24010000,240257
ddot,24010000,199307
ddot,24010000,200195
ddot,24010000,244369
ddot,24010000,245407
ddot,24010000,199860
ddot,24010000,200579
dgemv,4900,166113
dgemv,4900,166135
dgemv,4900,149249
dgemv,4900,149173
dgemv,4900,156142
dgemv,4900,166195
dgemv,4900,158286
dgemv,4900,148019
dgemv,4900,149909
ddot,25000000,257211
ddot,25000000,243950
ddot,25000000,206419
ddot,25000000,206476
ddot,25000000,256195
ddot,25000000,258620
ddot,25000000,207451
ddot,25000000,206777
ddot,25000000,256937
dgemv,5000,173603
dgemv,5000,154734
dgemv,5000,154790
dgemv,5000,169975
dgemv,5000,173011
dgemv,5000,154639
dgemv,5000,155020
dgemv,5000,163691
dgemv,5000,172457

