"time","prey","predator","parametres","experiment"
0.0,1.0,1.0,"A=2, B=1, C=2, D=1","exp3"
0.04729874998271468,1.04957199758271,0.9549040132968099,"A=2, B=1, C=2, D=1","exp3"
0.11586018459841255,1.1298306539938796,0.8970764657726022,"A=2, B=1, C=2, D=1","exp3"
0.20160113795310544,1.2452258785070323,0.8366077314244093,"A=2, B=1, C=2, D=1","exp3"
0.30607045067510885,1.4105570157739384,0.7796880613809356,"A=2, B=1, C=2, D=1","exp3"
0.4239138679129428,1.6332021917670767,0.736683131130473,"A=2, B=1, C=2, D=1","exp3"
0.5515451718000233,1.9220875231734331,0.7156804749979605,"A=2, B=1, C=2, D=1","exp3"
0.683527274186316,2.2766309705522128,0.7246757712640784,"A=2, B=1, C=2, D=1","exp3"
0.8164450320827322,2.689979572948068,0.7723100836804875,"A=2, B=1, C=2, D=1","exp3"
0.9482243805745489,3.143930578532277,0.8712016009313496,"A=2, B=1, C=2, D=1","exp3"
1.0782929175077973,3.604384766099501,1.041841994937013,"A=2, B=1, C=2, D=1","exp3"
1.2094037662414936,4.018112386677013,1.322474809656928,"A=2, B=1, C=2, D=1","exp3"
1.3493064369942986,4.284813033050408,1.7922273545378875,"A=2, B=1, C=2, D=1","exp3"
1.4708305411686875,4.249794464429046,2.367871243949098,"A=2, B=1, C=2, D=1","exp3"
1.5810319606406622,3.9452233836999753,2.990699205656834,"A=2, B=1, C=2, D=1","exp3"
1.690388549056936,3.4215587294785963,3.600831602097726,"A=2, B=1, C=2, D=1","exp3"
1.8079393106857882,2.747449349346865,4.091748614378676,"A=2, B=1, C=2, D=1","exp3"
1.9139927792802558,2.1727236777173835,4.293290991977615,"A=2, B=1, C=2, D=1","exp3"
2.017516897050654,1.7131904630830905,4.263800598097004,"A=2, B=1, C=2, D=1","exp3"
2.123205659620704,1.3618025457615512,4.056308462491521,"A=2, B=1, C=2, D=1","exp3"
2.2406954902635015,1.0911996887347741,3.699892877668268,"A=2, B=1, C=2, D=1","exp3"
2.3718637278094366,0.8996088728824257,3.239661423091405,"A=2, B=1, C=2, D=1","exp3"
2.4947337341515983,0.7933473688547884,2.809875190898149,"A=2, B=1, C=2, D=1","exp3"
2.6246886487575365,0.7341333233238427,2.391647803266367,"A=2, B=1, C=2, D=1","exp3"
2.759003511360473,0.7148558553182176,2.014250958682218,"A=2, B=1, C=2, D=1","exp3"
2.903344957933867,0.731675336825704,1.6745307331013108,"A=2, B=1, C=2, D=1","exp3"
3.0590427735743058,0.7882806631830711,1.3798324319334763,"A=2, B=1, C=2, D=1","exp3"
3.2299053546997962,0.8961060862660875,1.1313818926430648,"A=2, B=1, C=2, D=1","exp3"
3.4167525095892644,1.0747077320837595,0.9350226128773794,"A=2, B=1, C=2, D=1","exp3"
3.619656468354853,1.3544999899465828,0.7959790528775361,"A=2, B=1, C=2, D=1","exp3"
3.815973622366138,1.7292016274685493,0.7262050413994005,"A=2, B=1, C=2, D=1","exp3"
4.004548346771654,2.2021577473986875,0.7202369264777552,"A=2, B=1, C=2, D=1","exp3"
4.178610116112535,2.7401622112294444,0.780790290521869,"A=2, B=1, C=2, D=1","exp3"
4.341389865624173,3.3081122012712365,0.9219938173199034,"A=2, B=1, C=2, D=1","exp3"
4.494693797009753,3.83504389055214,1.1740890627734788,"A=2, B=1, C=2, D=1","exp3"
4.648536674606591,4.2232588581295305,1.6090130236967801,"A=2, B=1, C=2, D=1","exp3"
4.780485414486495,4.292685219605435,2.1749688503131135,"A=2, B=1, C=2, D=1","exp3"
4.894385747603876,4.065410428722596,2.795136634421891,"A=2, B=1, C=2, D=1","exp3"
5.0050995195163495,3.5932248059365337,3.4293032402776715,"A=2, B=1, C=2, D=1","exp3"
5.119466032495447,2.9530229290403636,3.969788654791735,"A=2, B=1, C=2, D=1","exp3"
5.234335307478349,2.3091138567792218,4.265535245608762,"A=2, B=1, C=2, D=1","exp3"
5.336902343308133,1.8246505918401588,4.290940193237691,"A=2, B=1, C=2, D=1","exp3"
5.443172135477517,1.441153899806935,4.122403708066056,"A=2, B=1, C=2, D=1","exp3"
5.556573262031636,1.1525025557559836,3.8024317357178816,"A=2, B=1, C=2, D=1","exp3"
