"time","prey","predator","parametres","experiment"
0.0,4.0,2.0,"A=1.5, B=1, C=3, D=1","exp1"
0.05145985948453513,3.8882872224381417,2.0997240101441426,"A=1.5, B=1, C=3, D=1","exp1"
0.10502688643562341,3.755639034661314,2.1943854576410446,"A=1.5, B=1, C=3, D=1","exp1"
0.17950432326333499,3.5511739726681983,2.304078117324195,"A=1.5, B=1, C=3, D=1","exp1"
0.2574574020015445,3.3241891870120144,2.3841481438268612,"A=1.5, B=1, C=3, D=1","exp1"
0.3463232205994911,3.06610369090098,2.4256944961764635,"A=1.5, B=1, C=3, D=1","exp1"
0.44192907534003234,2.8071159825691128,2.4105209131229066,"A=1.5, B=1, C=3, D=1","exp1"
0.5475165148023758,2.559305551204901,2.3302930537462765,"A=1.5, B=1, C=3, D=1","exp1"
0.6651239864343981,2.340303721160826,2.1829570117799197,"A=1.5, B=1, C=3, D=1","exp1"
0.7987417553778637,2.165583239900259,1.9738974434815464,"A=1.5, B=1, C=3, D=1","exp1"
0.941939749745328,2.0582170328677662,1.7365772509093202,"A=1.5, B=1, C=3, D=1","exp1"
1.0905321158530956,2.022289560210451,1.5044529439576908,"A=1.5, B=1, C=3, D=1","exp1"
1.2485802402093946,2.056250028535305,1.2913431458813325,"A=1.5, B=1, C=3, D=1","exp1"
1.418873682832674,2.165515449655553,1.108795702417058,"A=1.5, B=1, C=3, D=1","exp1"
1.6079274046008813,2.366080827029476,0.9639095491676776,"A=1.5, B=1, C=3, D=1","exp1"
1.8298926836921194,2.697611246726881,0.8672702498790281,"A=1.5, B=1, C=3, D=1","exp1"
2.0245467527575562,3.0604191752939194,0.8463282702596562,"A=1.5, B=1, C=3, D=1","exp1"
2.2261602402274288,3.479446288477322,0.8933573442945206,"A=1.5, B=1, C=3, D=1","exp1"
2.4224230946849548,3.8762593216661605,1.021317878190237,"A=1.5, B=1, C=3, D=1","exp1"
2.635163259885187,4.186669171541939,1.2762901009148098,"A=1.5, B=1, C=3, D=1","exp1"
2.8159816346584816,4.240865443919045,1.5952737075506285,"A=1.5, B=1, C=3, D=1","exp1"
2.9809497069432482,4.060090589357725,1.9346013135099638,"A=1.5, B=1, C=3, D=1","exp1"
3.1456699265892265,3.6819455015151923,2.237861433138186,"A=1.5, B=1, C=3, D=1","exp1"
3.32114817794706,3.176249633872423,2.414040129063196,"A=1.5, B=1, C=3, D=1","exp1"
3.4721153078270635,2.764368794649208,2.4013764195456857,"A=1.5, B=1, C=3, D=1","exp1"
3.6282854356594734,2.4261965130736076,2.251236519948342,"A=1.5, B=1, C=3, D=1","exp1"
3.7913597730658855,2.187937184864982,2.007526242015829,"A=1.5, B=1, C=3, D=1","exp1"
3.9671324695201777,2.0529815547585684,1.717031789942638,"A=1.5, B=1, C=3, D=1","exp1"
4.1390859449379,2.0241207845980247,1.4534657990675997,"A=1.5, B=1, C=3, D=1","exp1"
4.319062741732565,2.0852814425967177,1.224505775052478,"A=1.5, B=1, C=3, D=1","exp1"
4.509641443499445,2.238344443837366,1.0423309642477525,"A=1.5, B=1, C=3, D=1","exp1"
4.722019873593475,2.5047610383307974,0.9105948412353017,"A=1.5, B=1, C=3, D=1","exp1"
4.943232730759691,2.8770860630579222,0.8491003008000589,"A=1.5, B=1, C=3, D=1","exp1"
5.1455482665578565,3.281551925445836,0.8622208016989604,"A=1.5, B=1, C=3, D=1","exp1"
5.349722279850483,3.70857390400095,0.9541777035514941,"A=1.5, B=1, C=3, D=1","exp1"
5.55632654653825,4.076327531422897,1.1497994338773885,"A=1.5, B=1, C=3, D=1","exp1"
5.765335317133289,4.249395980693503,1.4730856028988273,"A=1.5, B=1, C=3, D=1","exp1"
5.932102540975257,4.154028123425932,1.8056996101773377,"A=1.5, B=1, C=3, D=1","exp1"
6.099596993964557,3.8353333636650144,2.1389107093774893,"A=1.5, B=1, C=3, D=1","exp1"
6.271619346439424,3.359831730531361,2.3733156861613325,"A=1.5, B=1, C=3, D=1","exp1"
6.432143158138434,2.9021460943433253,2.422423646207182,"A=1.5, B=1, C=3, D=1","exp1"
6.585201678974866,2.5362063384696927,2.3177845978435974,"A=1.5, B=1, C=3, D=1","exp1"
6.74579366955301,2.2608331461492797,2.1011478109113675,"A=1.5, B=1, C=3, D=1","exp1"
6.919269012269663,2.0871471750351414,1.8174750254068002,"A=1.5, B=1, C=3, D=1","exp1"
7.092443489850269,2.024117643626086,1.5410541650788137,"A=1.5, B=1, C=3, D=1","exp1"
7.269281970823819,2.054465230328099,1.2986092053009366,"A=1.5, B=1, C=3, D=1","exp1"
7.455729533501943,2.175003421093115,1.0995868107901092,"A=1.5, B=1, C=3, D=1","exp1"
7.659273530910402,2.3987311262868225,0.9495829632723394,"A=1.5, B=1, C=3, D=1","exp1"
7.89737000440471,2.769315912407564,0.8582705826027628,"A=1.5, B=1, C=3, D=1","exp1"
8.09688978262894,3.1533102347781705,0.8509420153696875,"A=1.5, B=1, C=3, D=1","exp1"
8.305819098639253,3.5908212487154136,0.9196336840217746,"A=1.5, B=1, C=3, D=1","exp1"
8.50847938086614,3.98092819308696,1.0799260712568157,"A=1.5, B=1, C=3, D=1","exp1"
8.729312249844016,4.23394899134606,1.3857247761332827,"A=1.5, B=1, C=3, D=1","exp1"
8.901040241546294,4.201461865491105,1.7137842203956783,"A=1.5, B=1, C=3, D=1","exp1"
9.06947531203884,3.9357352273436845,2.058016580280858,"A=1.5, B=1, C=3, D=1","exp1"
9.238734989786868,3.4940483184777023,2.326567217165433,"A=1.5, B=1, C=3, D=1","exp1"
9.409583411132308,2.999872713490251,2.426202749012034,"A=1.5, B=1, C=3, D=1","exp1"
9.560969389780468,2.617176727792599,2.354452985445404,"A=1.5, B=1, C=3, D=1","exp1"
9.721162336419189,2.315741829262679,2.158294694318095,"A=1.5, B=1, C=3, D=1","exp1"
9.891459367219964,2.117867224613718,1.885577993189937,"A=1.5, B=1, C=3, D=1","exp1"
10.066687991842036,2.0301040912289543,1.6006505628755383,"A=1.5, B=1, C=3, D=1","exp1"
10.241650396837066,2.0401463008848615,1.3502685584028473,"A=1.5, B=1, C=3, D=1","exp1"
10.426155820072957,2.140229726170334,1.1401256036889424,"A=1.5, B=1, C=3, D=1","exp1"
10.624908024732104,2.3386009366775085,0.9787551295094203,"A=1.5, B=1, C=3, D=1","exp1"
10.85260212823178,2.669398378256196,0.8725775761591819,"A=1.5, B=1, C=3, D=1","exp1"
11.058692634366563,3.0495115960514996,0.846753456200578,"A=1.5, B=1, C=3, D=1","exp1"
11.26506844233531,3.477481594172445,0.8937370125934165,"A=1.5, B=1, C=3, D=1","exp1"
11.467162991225123,3.884683620045444,1.0265689003162626,"A=1.5, B=1, C=3, D=1","exp1"
11.684248269474237,4.193619143186745,1.2911709455776,"A=1.5, B=1, C=3, D=1","exp1"
11.866594391736983,4.234078441861631,1.6171296930959094,"A=1.5, B=1, C=3, D=1","exp1"
12.033574544962287,4.034941481731701,1.9605734078684356,"A=1.5, B=1, C=3, D=1","exp1"
12.201025897227428,3.6378936484931508,2.260096788089638,"A=1.5, B=1, C=3, D=1","exp1"
12.37801569101177,3.126391406605944,2.4189431043349416,"A=1.5, B=1, C=3, D=1","exp1"
12.529396272003762,2.721533003737802,2.389200962827834,"A=1.5, B=1, C=3, D=1","exp1"
12.687679453239422,2.39195844791056,2.2241284552850535,"A=1.5, B=1, C=3, D=1","exp1"
12.85338504843191,2.165172917333839,1.9703041387714484,"A=1.5, B=1, C=3, D=1","exp1"
13.030023418724152,2.0446570870265157,1.679326589193224,"A=1.5, B=1, C=3, D=1","exp1"
13.203053563037457,2.02834932921634,1.4195872532947778,"A=1.5, B=1, C=3, D=1","exp1"
13.384887074507372,2.1021983604493437,1.1961489158548178,"A=1.5, B=1, C=3, D=1","exp1"
13.578172781863094,2.2697823091789315,1.0206083816807667,"A=1.5, B=1, C=3, D=1","exp1"
13.795294142185801,2.556245082266772,0.8969346715211075,"A=1.5, B=1, C=3, D=1","exp1"
14.011042442069703,2.930839242908416,0.847485147967231,"A=1.5, B=1, C=3, D=1","exp1"
14.214818232505314,3.343755149733682,0.8709879597218748,"A=1.5, B=1, C=3, D=1","exp1"
14.418012432221191,3.7653450762404144,0.9753195620399477,"A=1.5, B=1, C=3, D=1","exp1"
